Nom,Ville,Departement,latitude,Adresse,longitude,Catégorie,Intérêt,N_Département
Musée sundgauvien,Altkirch,Haut-Rhin,47.641383436,1 rue de l'hôtel de ville,7.269753653,Musée,"Hôtel Renaissance adossé à l'hôtel de ville, somptueuse résidence des anciens baillis de la seigneurie. des Habsbourg. La tourelle qui orne son côté droit renferme un escalier à vis construit hors d’œuvre, éclairé par des fenêtres losangées. La tourelle est couronnée d’un toit à impériale et d’une girouette qui porte la date de 1472. Les autres fenêtres du musée sont à meneaux, éléments structurels verticaux, ici en pierre de taille, qui en divisent la baie. La toiture de l’édifice est couverte de tuiles vernissées de couleur. La cour du musée surplombe les remparts intérieurs d’Altkirch et offre une jolie vue sur les maisons adossées sur les fondations des murs d’enceintes.",68
Musée sundgauvien,Altkirch,Haut-Rhin,47.619933211,1 rue de l'hôtel de ville,7.372738179,Musée,"Hôtel Renaissance adossé à l'hôtel de ville, somptueuse résidence des anciens baillis de la seigneurie. des Habsbourg. La tourelle qui orne son côté droit renferme un escalier à vis construit hors d’œuvre, éclairé par des fenêtres losangées. La tourelle est couronnée d’un toit à impériale et d’une girouette qui porte la date de 1472. Les autres fenêtres du musée sont à meneaux, éléments structurels verticaux, ici en pierre de taille, qui en divisent la baie. La toiture de l’édifice est couverte de tuiles vernissées de couleur. La cour du musée surplombe les remparts intérieurs d’Altkirch et offre une jolie vue sur les maisons adossées sur les fondations des murs d’enceintes.",68
Musée sundgauvien,Altkirch,Haut-Rhin,47.627790315,1 rue de l'hôtel de ville,7.290628653,Musée,"Hôtel Renaissance adossé à l'hôtel de ville, somptueuse résidence des anciens baillis de la seigneurie. des Habsbourg. La tourelle qui orne son côté droit renferme un escalier à vis construit hors d’œuvre, éclairé par des fenêtres losangées. La tourelle est couronnée d’un toit à impériale et d’une girouette qui porte la date de 1472. Les autres fenêtres du musée sont à meneaux, éléments structurels verticaux, ici en pierre de taille, qui en divisent la baie. La toiture de l’édifice est couverte de tuiles vernissées de couleur. La cour du musée surplombe les remparts intérieurs d’Altkirch et offre une jolie vue sur les maisons adossées sur les fondations des murs d’enceintes.",68
Musée sundgauvien,Altkirch,Haut-Rhin,47.604065378,1 rue de l'hôtel de ville,7.316334417,Musée,"Hôtel Renaissance adossé à l'hôtel de ville, somptueuse résidence des anciens baillis de la seigneurie. des Habsbourg. La tourelle qui orne son côté droit renferme un escalier à vis construit hors d’œuvre, éclairé par des fenêtres losangées. La tourelle est couronnée d’un toit à impériale et d’une girouette qui porte la date de 1472. Les autres fenêtres du musée sont à meneaux, éléments structurels verticaux, ici en pierre de taille, qui en divisent la baie. La toiture de l’édifice est couverte de tuiles vernissées de couleur. La cour du musée surplombe les remparts intérieurs d’Altkirch et offre une jolie vue sur les maisons adossées sur les fondations des murs d’enceintes.",68
Musée sundgauvien,Altkirch,Haut-Rhin,47.5960254,1 rue de l'hôtel de ville,7.378649151,Musée,"Hôtel Renaissance adossé à l'hôtel de ville, somptueuse résidence des anciens baillis de la seigneurie. des Habsbourg. La tourelle qui orne son côté droit renferme un escalier à vis construit hors d’œuvre, éclairé par des fenêtres losangées. La tourelle est couronnée d’un toit à impériale et d’une girouette qui porte la date de 1472. Les autres fenêtres du musée sont à meneaux, éléments structurels verticaux, ici en pierre de taille, qui en divisent la baie. La toiture de l’édifice est couverte de tuiles vernissées de couleur. La cour du musée surplombe les remparts intérieurs d’Altkirch et offre une jolie vue sur les maisons adossées sur les fondations des murs d’enceintes.",68
Musée sundgauvien,Altkirch,Haut-Rhin,47.607770853,1 rue de l'hôtel de ville,7.297886081,Musée,"Hôtel Renaissance adossé à l'hôtel de ville, somptueuse résidence des anciens baillis de la seigneurie. des Habsbourg. La tourelle qui orne son côté droit renferme un escalier à vis construit hors d’œuvre, éclairé par des fenêtres losangées. La tourelle est couronnée d’un toit à impériale et d’une girouette qui porte la date de 1472. Les autres fenêtres du musée sont à meneaux, éléments structurels verticaux, ici en pierre de taille, qui en divisent la baie. La toiture de l’édifice est couverte de tuiles vernissées de couleur. La cour du musée surplombe les remparts intérieurs d’Altkirch et offre une jolie vue sur les maisons adossées sur les fondations des murs d’enceintes.",68
Musée sundgauvien,Altkirch,Haut-Rhin,47.629834781,1 rue de l'hôtel de ville,7.34612245,Musée,"Hôtel Renaissance adossé à l'hôtel de ville, somptueuse résidence des anciens baillis de la seigneurie. des Habsbourg. La tourelle qui orne son côté droit renferme un escalier à vis construit hors d’œuvre, éclairé par des fenêtres losangées. La tourelle est couronnée d’un toit à impériale et d’une girouette qui porte la date de 1472. Les autres fenêtres du musée sont à meneaux, éléments structurels verticaux, ici en pierre de taille, qui en divisent la baie. La toiture de l’édifice est couverte de tuiles vernissées de couleur. La cour du musée surplombe les remparts intérieurs d’Altkirch et offre une jolie vue sur les maisons adossées sur les fondations des murs d’enceintes.",68
Musée sundgauvien,Altkirch,Haut-Rhin,47.615981737,1 rue de l'hôtel de ville,7.273081939,Musée,"Hôtel Renaissance adossé à l'hôtel de ville, somptueuse résidence des anciens baillis de la seigneurie. des Habsbourg. La tourelle qui orne son côté droit renferme un escalier à vis construit hors d’œuvre, éclairé par des fenêtres losangées. La tourelle est couronnée d’un toit à impériale et d’une girouette qui porte la date de 1472. Les autres fenêtres du musée sont à meneaux, éléments structurels verticaux, ici en pierre de taille, qui en divisent la baie. La toiture de l’édifice est couverte de tuiles vernissées de couleur. La cour du musée surplombe les remparts intérieurs d’Altkirch et offre une jolie vue sur les maisons adossées sur les fondations des murs d’enceintes.",68
Musée de la porte de thann,Cernay,Haut-Rhin,47.77440927,rue de Thann,7.124291487,Musée,Le musée est installé dans un bâtiment comprenant une tour et un avant-corps. La partie basse de la tour pourrait être de la fin du XIIIe siècle avec son arc brisé sous herse. La partie supérieure date du XVIe siècle avec des chaînages d'angle au bossage à coussinet et un oriel sur la façade est.,68
Musée de la porte de thann,Cernay,Haut-Rhin,47.841790507,rue de Thann,7.175706896,Musée,Le musée est installé dans un bâtiment comprenant une tour et un avant-corps. La partie basse de la tour pourrait être de la fin du XIIIe siècle avec son arc brisé sous herse. La partie supérieure date du XVIe siècle avec des chaînages d'angle au bossage à coussinet et un oriel sur la façade est.,68
Musée de la porte de thann,Cernay,Haut-Rhin,47.766592994,rue de Thann,7.151180779,Musée,Le musée est installé dans un bâtiment comprenant une tour et un avant-corps. La partie basse de la tour pourrait être de la fin du XIIIe siècle avec son arc brisé sous herse. La partie supérieure date du XVIe siècle avec des chaînages d'angle au bossage à coussinet et un oriel sur la façade est.,68
Musée de la porte de thann,Cernay,Haut-Rhin,47.794746675,rue de Thann,7.1791157420000005,Musée,Le musée est installé dans un bâtiment comprenant une tour et un avant-corps. La partie basse de la tour pourrait être de la fin du XIIIe siècle avec son arc brisé sous herse. La partie supérieure date du XVIe siècle avec des chaînages d'angle au bossage à coussinet et un oriel sur la façade est.,68
Musée de la porte de thann,Cernay,Haut-Rhin,47.77440927,rue de Thann,7.124291487,Musée,Le musée est installé dans un bâtiment comprenant une tour et un avant-corps. La partie basse de la tour pourrait être de la fin du XIIIe siècle avec son arc brisé sous herse. La partie supérieure date du XVIe siècle avec des chaînages d'angle au bossage à coussinet et un oriel sur la façade est.,68
Musée de la porte de thann,Cernay,Haut-Rhin,47.822328396,rue de Thann,7.139452227,Musée,Le musée est installé dans un bâtiment comprenant une tour et un avant-corps. La partie basse de la tour pourrait être de la fin du XIIIe siècle avec son arc brisé sous herse. La partie supérieure date du XVIe siècle avec des chaînages d'angle au bossage à coussinet et un oriel sur la façade est.,68
Musée de la porte de thann,Cernay,Haut-Rhin,47.829594381,rue de Thann,7.164812729,Musée,Le musée est installé dans un bâtiment comprenant une tour et un avant-corps. La partie basse de la tour pourrait être de la fin du XIIIe siècle avec son arc brisé sous herse. La partie supérieure date du XVIe siècle avec des chaînages d'angle au bossage à coussinet et un oriel sur la façade est.,68
Musée du vignoble et des vins d'alsace,Kientzheim,Haut-Rhin,48.119691705,9 rue de l'ours,7.259891792,Musée,0,68
Musée de la société d’histoire “ les amis de thann ”,Thann,Haut-Rhin,47.79409356,24 rue Saint-Thiébaut,7.058337885,Musée,"Ancienne halle aux blés (MH 4/3/1920) ; l'édifice construit en 1519 est attribué à Remy Faesch architecte de la collégiale et porte sa marque de tacheron. Le bâtiment s'appuie sur le mur d'enceinte Nord de la ville longeant la Thur et est contiguë à la porte du Kattenbach (démolie au début du XIXe siècle). Jusqu'au XIXe siècle, l'édifice abrite un marché hebdomadaire, puis devient salle de danse, salle de spectacle. Presque entièrement démoli durant la Première Guerre mondiale, restauré à l'identique, à nouveau sévèrement touché par des obus durant la Deuxième Guerre mondiale. Après restauration, le musée y est installé et inauguré en 1947.",68
Musée de la société d’histoire “ les amis de thann ”,Thann,Haut-Rhin,47.805018306,24 rue Saint-Thiébaut,7.127086894,Musée,"Ancienne halle aux blés (MH 4/3/1920) ; l'édifice construit en 1519 est attribué à Remy Faesch architecte de la collégiale et porte sa marque de tacheron. Le bâtiment s'appuie sur le mur d'enceinte Nord de la ville longeant la Thur et est contiguë à la porte du Kattenbach (démolie au début du XIXe siècle). Jusqu'au XIXe siècle, l'édifice abrite un marché hebdomadaire, puis devient salle de danse, salle de spectacle. Presque entièrement démoli durant la Première Guerre mondiale, restauré à l'identique, à nouveau sévèrement touché par des obus durant la Deuxième Guerre mondiale. Après restauration, le musée y est installé et inauguré en 1947.",68
Musée de la société d’histoire “ les amis de thann ”,Thann,Haut-Rhin,47.77881677,24 rue Saint-Thiébaut,7.086268869,Musée,"Ancienne halle aux blés (MH 4/3/1920) ; l'édifice construit en 1519 est attribué à Remy Faesch architecte de la collégiale et porte sa marque de tacheron. Le bâtiment s'appuie sur le mur d'enceinte Nord de la ville longeant la Thur et est contiguë à la porte du Kattenbach (démolie au début du XIXe siècle). Jusqu'au XIXe siècle, l'édifice abrite un marché hebdomadaire, puis devient salle de danse, salle de spectacle. Presque entièrement démoli durant la Première Guerre mondiale, restauré à l'identique, à nouveau sévèrement touché par des obus durant la Deuxième Guerre mondiale. Après restauration, le musée y est installé et inauguré en 1947.",68
